Teks,label,clean
"InsyaaAllah ikhlas mel, asa udah di bahas digrup kan, Trs yg responnya gt",normal,insyaaallah ikhlas mel asa udah bahas grup kan trs yg responnya gt
"Isi saldo nya bisa di grapari, indomaret, ato di tf dari bca",normal,isi saldo nya grapari indomaret ato di tf bca
"itu masih pake data dummy, ntar gampang itu mh.",normal,masih pake data dummy ntar gampang mh
Itu namanya ap nur? Tokopedi bukalapak lumayan laa complete walopun kw sejenis,normal,nama ap nur tokopedi bukalapak lumayan laa complete walopun kw jenis
"Itu teh sebenernya krna terlalu sakit sma orang itu nuy, padahal kalo udah nemu orang baru mah pasti rasanya beda",normal,teh sebenernya krna terlalu sakit sma orang nuy padahal kalo udah nemu orang baru mah rasa beda
itu yang tugas pentaho langsung presentasi di pentaho nya ?,normal,yang tugas pentaho langsung presentasi pentaho nya
Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan ❤,normal,iya aku inget jam dinding rumah awet kata hadiah nikah
"Iya  nama1, terakhir di lab jarkom. Pas copy sql SIGIndo tea.. ",normal,iya nama akhir lab jarkom pas copy sql sigindo tea
Iya ih ko sedih sih gtau kapan lg ke bandung :(,normal,iya ih ko sedih sih gtau kapan lg bandung
Iya ih maksimalkan waktu sebulan ini wkwkwk pdhl aku aja yg mo pindah :(,normal,iya ih maksimal waktu bulan wkwkwk pdhl aku aja yg mo pindah
Iya kalau ada yang kosong agus atau sept,normal,iya kalau yang kosong agus sept
Iya kan file terkahir itu data_pasien. -_-,normal,iya kan file terkahir data pasien
Iya kar lg dikosan nih. Numpang ap?,normal,iya kar lg dikosan nih numpang ap
iya ke singapur make yang 1dolar tea gening wkwk,normal,iya singapur make dolar tea gening wkwk
Iya liat mock up nya maksudnya,normal,iya liat mock up nya maksud
Iya put alat masak makan mah aku usahain ada,normal,iya put alat masak makan mah aku usahain
"Iya teh, soalnya kenapa selasa, bapa hari rabu mau berangkat.",normal,iya teh soal selasa bapa hari rabu mau berangkat
Iya ya ratarata programmer gt hirenya udh pake csps gt gt,normal,iya ratarata programmer gt hirenya udh pake csps gt gt
"iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.",normal,iya makanya aku butuh data kalian teh soal data sana harus rj rd
"Iya, semua kamera kecuali kamera lia aku taro di situ semua",normal,iya semua kamera kamera lia aku taro situ semua
Iyaaa makanan bumbu dsb juga biar bisa dibawa dr rumah supaya irit hehehe,normal,iyaaa makan bumbu juga biar bawa dr rumah irit hehehe
Iyaaaa ayyuuuukk biar kamu bisa reunian dg org sana fir,normal,iyaaaa ayyuuuukk biar kamu reuni dg org sana fir
Iyalah makin malam makin mahal kek yg suka dijalanan,normal,iya makin malam makin mahal kek yg suka jalan
Jadi kapan kita meet upnyaa nih temaan temaan?,normal,jadi kapan meet upnyaa nih tema tema
Jadi kitanya harus cari kesibukan jg ya? Biar ga mikirin cowo melulu,normal,jadi harus cari sibuk jg biar ga mikirin cowo melulu
"Jadi males banget PLA, asa ga pernah beres. Wkwk. Padahal dari pa rawosi ga bermasalah.",normal,jadi males banget pla asa ga pernah beres wkwk padahal pa rawosi ga masalah
Jadi nanti barang yg dipilih nyesuain budget aja diantara 7 pilihan diatas~,normal,jadi barang yg pilih nyesuain budget aja pilih atas
Jadinya aku ambil bulanan sampe desember. Tapi sekamar berdua sama sodara aku,normal,jadi aku ambil bulan sampe desember kamar sama sodara aku
"Jadinya mau apa sok, sebagian dari uang kas? Kira2 berapa?",normal,jadi mau apa sok dari uang kas kira berapa
"Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da",normal,jajar kantin kesana deket pengkol pokok kang tulisanya da
"Jam 12 wid, nanti berangkat jam 10",normal,jam wid berangkat jam
Jam 8 berangkat aja gmn teh,normal,jam berangkat aja gmn teh
Jam brp brpnya bsk kabarin kalau ngumpul sore ini bisa yaaaa ,normal,jam brp brpnya bsk kabarin kalau ngumpul sore bisa yaaaa
"Jangan di agendain, suka ga jadi wkwkwk ",normal,jangan agendain suka ga jadi wkwkwk
Jangan gitu kang.. Aku tersinggung.,normal,jangan gitu kang aku singgung
Januari mah ambil 1x seminggu aja. Kan kita masuk seminggu sekali kalau januari.,normal,januari mah ambil x minggu aja kan masuk minggu sekali kalau januari
Januari pokoknya mau sama sapapun kemanapun harus liburan fix aamiin,normal,januari pokok mau sama sapa mana libur fix aamiin
Jauh amat jemput di poskamling cilimus dee,normal,jauh jemput poskamling cilimus dee
Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran,normal,jd mau kpnnnih kantor ambil form balik lg ngasih lapor sekaligus jd lapor ga lampir
"Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",normal,jd misal nih murid sama guru si guru ngasih uji hasil jawab uji murid dibandingin sama jawab guru jawab yg bener trs outputnya upa skor hasil uji
Jgn lupa malam ini jgn terlalu malam aja. Seadanya aja aku jg,normal,jgn lupa malam jgn terlalu malam aja aja aku jg
"Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin",normal,jemari tak mampu jabat batin rindu ikhlas maaf lewat pesan jemari silaturahmi mohon maaf lahir batin
Jumlah poin Anda s.d tgl 16/08/16 : 18 poin. Anda termasuk dalam kategori RED. Masa berlaku poin s.d 31 Des 2016,normal,jumlah poin s d tgl poin masuk kategori red masa laku poin s d des
Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home ka ,normal,ka aku ga liat kosannya skrg soal ngerjain uts take home ka
Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh   ...sudah pakai box dan air gelas,normal,kalau ayam kremes cabai ijo teh kalau untuk bakar rica rica kasih rb deh pakai box air gelas
Kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong,normal,kalau agus sept blm jamin kalau sekarang yang kosong
Kalau gamepro uasnya materi atau praktek Pak?,normal,kalau gamepro uasnya materi praktek pak
Kalau ini gagal. Urg pindah haluan ke sana deh,normal,kalau gagal urg pindah haluan sana deh
Kalau mau bikin model/controller mending per apa y?,normal,kalau mau bikin model controller mending per apa y
Kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yg dipake didr bbrp table gmn tuh mad?,normal,kalau pertable emg lbh rapih lapor sih mad cuman bingung kalau pertable kdgkan yg dipake didr bbrp table gmn tuh mad
"Kalem, saya diantapani lagi ujian sama intan. Hher",normal,kalem diantapani uji sama intan hher
Kalian udh brp kali bimbingan? Ngomongin apa aja aku blm pernah,normal,kalian udh brp kali bimbing ngomongin apa aja aku blm pernah
Kalo ada daun pepaya mah bungkus daunnya pake pepaya put,normal,kalo daun pepaya mah bungkus daun pake pepaya put
kalo aku ngasihinnya habis ashar aja gpp ?,normal,kalo aku ngasihinnya habis ashar aja gpp
"kalo aku sih pertabel  nama1, mnyesuaikan kebutuhan :)",normal,kalo aku sih tabel nama mnyesuaikan butuh
Kalo daftar doang tapi belum tentu jadi prasidang boleh ga?,normal,kalo daftar doang belum jadi prasidang ga
Kalo engga belakang aqila ada 600/bulan gatau masih apa engga deh,normal,kalo engga belakang aqila bulan gatau apa engga deh
Kalo grup c1 aku jarang baca haha jd suka ketinggalan kabar berita,normal,kalo grup c aku jarang baca haha jd suka tinggal kabar berita
Kalo kata raditya dika tuh cara pandang org ttg cinta akan berubah setelah mengalami patah hati terhebat. Haha,normal,kalo kata raditya dika tuh cara pandang org ttg cinta ubah alami patah hati hebat haha
"Kalo masih mau ke kep. Seribu mending ikut yang ini nih, tinggal duduk manis dari unpad du",normal,kalo mau kep ribu mending ikut ini nih tinggal duduk manis unpad du
Kalo mau masak bawa bahannya dr rumah masing2 biar irit wkwk,normal,kalo mau masak bawa bahan dr rumah masing biar irit wkwk
kalo ngga besok ke kampus senin  nama1 ke kampus nya ,normal,kalo ngga besok kampus senin nama kampus nya
Kalo nonton hr ini mahal yah? Week end,normal,kalo nonton hr mahal yah week end
"Kalo pacaran jg harus cowonya yg lebih sayang guys, biar ga ngebatin",normal,kalo pacar jg cowonya yg lebih sayang guys biar ga ngebatin
Kalo pake daging yg dah direbus enak gak dijadiin sate?,normal,kalo pake daging yg dah rebus enak gak dijadiin sate
Kalo satpam tanya bilang aja ketemu saya,normal,kalo satpam tanya bilang aja ketemu
Kalo udah ad progres besok aja jam 2an kesini..,normal,kalo udah ad progres besok aja jam an kesini
kamu kapan ke bandungg??,normal,kamu kapan bandungg
kamu sibuk ngapain aja disana ?,normal,kamu sibuk ngapain aja sana
Kamu yah yang ngajakin mereka.,normal,kamu yah ngajakin
"Kan bapaknya ngomong2 ya, trs ditanya siapa itu, aku blg lg rame ma sibuk dikampus nanti yaa",normal,kan bapak ngomong trs tanya siapa aku blg lg rame ma sibuk kampus yaa
Kan dia masih gatau ngeditnya kek gmn haha,normal,kan masih gatau ngeditnya kek gmn haha
Kan ini karna bulan baru qaqa 😂 bisa ngomong gituch,normal,kan karna bulan baru qaqa ngomong gituch
Kang nama1 tuh baru menang 2 Milyar hahaha.. Kemakom berprestasi,normal,kang nama tuh baru menang milyar hahaha kemakom prestasi
Kantin fip nama1 sendiri td mau ke perpus. Tp bntar lg kan sholat ,normal,kantin fip nama sendiri td mau pus tp bntar lg kan sholat
Karena saya lagi si surabaya sampai besok.. Hati kamis ke kantor gimana ?,normal,saya si surabaya besok hati kamis kantor gimana
Kartu SIM Anda telah berhasil diganti. Terima kasih,normal,kartu sim telah hasil ganti terima kasih
Kasih norek aja kesebelah. Siapa tau ada yg mau. Mereka jg punya hak untk udunan wkwk. Bilang bts waktu trfr. Kalau ada niat pasti segera kok.,normal,kasih norek aja belah siapa tau yg mau jg punya hak untk udunan wkwk bilang bts waktu trfr kalau niat segera kok
Ke kantor siang aja..,normal,kantor siang aja
Keknya pernah liat undangannya di prodi,normal,kek pernah liat undang prodi
Kita kmpul yu sblum puasa :-) waktunya ,normal,kmpul yu sblum puasa waktu
kita lewat kolam renang? di gymnas atau gik,normal,lewat kolam renang gymnas gik
Kita yg stay di pdg aja mah tinggal cuss aja kapan meet up nya,normal,yg stay pdg aja mah tinggal cuss aja kapan meet up nya
Ko gtu ya parah bgt masa jam kerja ngeroko. Biar dapet inspirasi meren ya,normal,ko gtu parah bgt masa jam kerja ngeroko biar dapet inspirasi meren
Kok antara optimis dan ngga yah 😟,normal,kok optimis ngga yah
"koreksi saya kalau salah (bisi lupa) tapi bagus sih kalau anda mau coba-coba, nggak mubazir juga kok. Kalau mau dibalikin lagi ke CSV ya pake transformasi lagi.",normal,koreksi kalau salah bis lupa bagus sih kalau mau coba coba mubazir kok kalau mau dibalikin ke csv pake transformasi
krn pulsa/limit tidak mencukupi. Dptkan informasi seputar kartu Tri di *123# atau via aplikasi BIMATRI,normal,krn pulsa limit cukup dptkan informasi putar kartu tri atau via aplikasi bimatri
ku ada 300 ratus nih di tabungan~ di nama1  aku tabungan ada berapa nama1 ? cabut sekarang juga #ManaAda~ :(,normal,ku ratus nih tabung nama aku tabung berapa nama cabut sekarang manaada
Kumpul dulu aja di lab basdat biar bareng2,normal,kumpul dulu aja lab basdat biar bareng
"Kumpulnya makan daging, jadi gak usah ke resto :D",normal,kumpul makan daging jadi gak usah resto d
Kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf() aku lupa,normal,kurang tau sep periksa controllernya waktu instansiasi new tcpdf aku lupa
Lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,normal,pasti ga gera sma si kaka tp kalo dianterin aku ga enak
"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",normal,lebay gt kata meni gitu ama mama teh gak blg
Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,normal,lingkung kerja asap kalo gak ngerokok pada nge vape gitu coba kan cowok semua banyak
Load controller bisa di construct mad? Kmren aku coba ga bs terpaksa di dlm fungsi,normal,load controller construct mad kmren aku coba ga bs paksa di dlm fungsi
"maaaaaaaaf, aku lupaaa, hp aku baru nyala dadi pagi belum pulang ke kosan, maaf pisaaaan :(",normal,maaaaaaaaf aku lupaaa hp aku baru nyala dadi pagi pulang kosan maaf pisaaaan
Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,normal,maaf tidak aktif paket flash karena nomor tidak daftar
Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,normal,maaf bu jadi jam berapa kita ketemu bu bgmana baik
Maaf bu kalau pesanannya bebek atau ayam ya,normal,maaf bu kalau pesan bebek ayam
Maaf kaprodi kita itu siapa yah hehe,normal,maaf kaprodi itu siapa yah hehe
"Maaf, Keyword yang anda masukkan ke 234 salah. Info lanjut hub call center : 200",normal,maaf keyword anda masuk salah info lanjut hub call center
"Maaf, pesan Anda belum terkirim. Silakan coba beberapa saat lagi. Terimakasih",normal,maaf pesan belum kirim sila coba beberapa lagi terimakasih
"Maaf, pulsa Anda tidak cukup untuk melakukan pembelian paket Flash yang dipilih. Silahkan isi ulang pulsa Anda.",normal,maaf pulsa tidak cukup laku beli paket flash pilih silah isi ulang pulsa
Maafin ya guys gak hari ini huhuhu,normal,maafin guys gak hari huhuhu
Mah melan lagi di kosan dila. Habis kerja kelompok tapi kepegat hujan :(,normal,mah mel di kosan dila habis kerja kelompok pegat hujan
Makanya sebelum tibatiba layarnya hitam gt diapain? Jatoh?,normal,makanya tibatiba layar hitam gt diapain jatoh
Makasih gais doakan kami yg masih berjuang ya 💪,normal,makasih gais doa yg juang
Makasih semuanyaaa mohon doanya yaaa,normal,makasih semuanyaaa mohon doa yaaa
"Malem aja lah, jam 5 nanggung banget mw maghrib haha",normal,malem aja lah jam nanggung banget mw maghrib haha
Mana duduk plg depan selalu kdg aku ga tau keadaan dblkg. Siapa yg hdr siapa yg engga. Wkwk,normal,mana duduk plg depan selalu kdg aku ga tau dblkg siapa yg hdr siapa yg engga wkwk
Mandi?? Aku selesei isya mau bobo,normal,mandi aku selesei isya mau bobo
Masak dikosan aku mau makan orek buatan kamu min,normal,masak dikosan aku mau makan orek buat kamu min
Masih boleh ikutan gaaaa wkwkwkwk,normal,boleh ikut gaaaa wkwkwkwk
Masih ngerasa bersalah ama kalian sebenernya,normal,ngerasa salah ama kalian sebenernya
Masih yang dekat sungai dulu kok diil 😁,normal,yang dekat sungai dulu kok diil
Matikan services spt antivirus dll.,normal,mati services spt antivirus
Mau minta kirim foto2 selempang yg kita waktu itu dong. Makasihhh,normal,mau minta kirim foto selempang yg waktu dong makasihhh
Mau naik gojek tapi ga ada driver kayanya :( padahal bawaan banyak :(,normal,mau naik gojek ga driver kaya padahal bawa banyak
Mau nitip ga saya lagi di gerlong.,normal,mau nitip ga lagi gerlong
"Mau sekalian dibawain kacamata ga, nanti aku keluar jam 10",normal,mau sekali dibawain kacamata ga aku keluar jam
Mau yang apa? Sunday atau apa? Terus rasa slainya apa?,normal,mau apa sunday apa terus rasa slainya apa
Memperbaiki bug2 karna ganti db bbrp. Lg enak nonton td ditelfon 😂,normal,baik bug karna ganti db bbrp lg enak nonton td ditelfon
Merica jeruk nipis aku ajaa,normal,merica jeruk nipis aku ajaa
Mgkin periksa nama id di view jg sep,normal,mgkin periksa nama id view jg sep
Min kalo ada inpo kosan perbulan share ya 😆,normal,min kalo inpo kosan bulan share
Min lg dmn? Mo ngambil sertifikat yg kompas hihu,normal,min lg dmn mo ngambil sertifikat yg kompas hihu
"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh. ",normal,mal aidzin walfaidin mohon maaf lahir batin semua akang teteh
Minggunya pengen ke lembang git seharian ngubek bandung :(,normal,minggu ken lembang git hari ngubek bandung
Minta email github nya dong.,normal,minta email github nya dong
Mohon maaf lahir dan batin ipa3😚😚,normal,mohon maaf lahir batin ipa
Mohon maaf pak semalam saya Sudah konfirmasi tidak ikut remedial. Tapi di nilainya kenapa ikut remedial ,normal,mohon maaf pak malam sudah konfirmasi ikut remedial di nilai ikut remedial
Ga ada birthday nya ? Wkwk,normal,ga birthday nya wkwk
"Mudah2an ya dil, besok mau coba ke telkom lg, doain yah (tear)",normal,mudah an dil besok mau coba telkom lg doain yah tear
Mul snack satu lagi teteh kasih rafael ya,normal,mul snack satu teteh kasih rafael
Mungkin aa nya tau kl wajah nama1 bakal beda sendiri pas gaya ini (up),normal,mungkin aa nya tau kl wajah nama bakal beda sendiri pas gaya up
"Murah nuy 30seorang, drpd naik angkot bisa 15rebu, belum ngetem, macet, gt",normal,murah nuy orang drpd naik angkot rebu ngetem macet gt
"Naik kelapa ledeng turun di ciateul, sebelum terminal bgt. Terus naik kalapa dayeuh kolot turun di depan kantor bgt.",normal,naik kelapa ledeng turun ciateul terminal bgt terus naik kalapa dayeuh kolot turun depan kantor bgt
nama table table pasien_irj dan gnti data_pasien. lupa,normal,nama table table pasien irj gnti data pasien lupa
Nanti aku push aja ya kuota modem lg hbs,normal,aku push aja kuota modem lg hbs
Nanti aku siaraan diil,normal,aku siaraan diil
Nanti plg wisudaan aku lgsg ksana. Awas telat. Telat aku plg.,normal,plg wisuda aku lgsg ksana awas telat telat aku plg
Nanti sync aja di github dekstop nya.,normal,sync aja github dekstop nya
"Ngajak wida tuh, kan beliau habis seminar. Hihip",normal,ngajak wida tuh kan beliau habis seminar hihip
"Nikah juga proses put, kadang diatas, kadang dibawah, gak selalu enak enak wkwkwkwk",normal,nikah proses put kadang atas kadang bawah gak selalu enak enak wkwkwkwk
Nomor OTP anda adalah [8874] -Telkomsel-,normal,nomor otp adalah telkomsel
Ntar aku kirim link nya,normal,ntar aku kirim link nya
Numpang berteduh wkwk. Aku tak punya tempat tujuan~,normal,numpang teduh wkwk aku tak punya tempat tuju
"numpang promo yah, siapa tau ada yang berminat 😊 bisa liat di instagram nya ",normal,numpang promo yah siapa tau yang minat liat instagram nya
"nama1  udh nama1 transfer, maacih nur 😊",normal,nama udh nama transfer maacih nur
"nama1 aku lg ngerjain tes ngoding di upi net, kalo mo pake motornya boleh, tp motornya jauh bgt",normal,nama aku lg ngerjain tes ngoding upi net kalo mo pake motor tp motor jauh bgt
"nya sore we atuh gi, kalo mau pagi / siang weekend nya",normal,nya sore we atuh gi kalo mau pagi siang weekend nya
Oh oke de. kalau selanjutnya isi deposit transfer kmn?,normal,oke de kalau lanjut isi deposit transfer kmn
Oh oke Pak nanti saya lgsg kesana untuk kepastikan buka jam berapa? Ke bebek komar yg dekat dt bisa?,normal,oke pak saya lgsg kesana pasti buka jam berapa bebek komar yg dekat dt
Oh pantesan tau gitu lgsg foto dipusatnya aja put,normal,pantesan tau gitu lgsg foto pusat aja put
"Oh saya udh berangkat kayanya, ga ada koneksi..",normal,saya udh berangkat kaya ga koneksi
Oh udah yah haha aku bingung jd gimana udh ketinggalan banyak chat,normal,udah yah haha aku bingung jd gimana udh tinggal banyak chat
"oh, kelurahan dll dari data_pasien ternyata. butuh oge.",normal,lurah dari data pasien nyata butuh oge
Oiya ya nama1  ih knapa bsa begitu?sayang bgt tabungannya :(,normal,oiya nama ih knapa bsa sayang bgt tabung
ok nanti saya lihat dengan kehadiran. Siapa lagi yg nyaris2 nilainya?,normal,nanti lihat hadir siapa yg nyaris nilai
"ok,, kabarin yah, no m3 aku ke blokir, ga ada paket data, smsin aja ke asmul ya, ini kbtulan lagi free wife",normal,kabarin yah no m aku blokir ga paket data smsin aja asmul ini kbtulan free wife
ok. minta yang data dummy diagnosa_pasien ya. punten. makasih,normal,minta data dummy diagnosa pasien punten makasih
"Okayyy, nanti siang jam 1an hehe. Ga kemana-mana hari ini?",normal,okayyy siang jam an hehe ga mana mana hari
Oke deh aku jg emang pengen ngumpul sih kapan lg :(,normal,oke deh aku jg emang ken ngumpul sih kapan lg
"Oke nama1, nanti udah beres bimbingan aku kesana",normal,oke nama udah beres bimbing aku kesana
oke gais tp dsni udh redaan hujannya. dtggu ya,normal,oke gais tp dsni udh reda hujan dtggu
Oke kalau untuk dp harus berapa%?,normal,oke kalau dp berapa
"Oke, Senin deh ya ke kantor. Aku sms bapa. Laporan nyusul aja gt mengingat di laporan jg ada lampiran dan revisi penguji*",normal,oke senin deh ke kantor aku sms bapa lapor nyusul aja gt ingat lapor jg lampir revisi uji
oke. bentar aku solat dulu,normal,oke bentar aku solat dulu
Okeee kalau telor butuhnya segimana? ,normal,okeee kalau telor butuh segimana
Okeyyy malem aja ya bahas apa ajanya yg dibawa,normal,okeyyy malem aja bahas apa aja yg bawa
Oo kalau kamu misalnya lanjut brp dit?,normal,oo kalau kamu misal lanjut brp dit
"ooh iya klo controler, ku kira td modelnya.",normal,ooh iya klo controler ku kira td model
ouhhh gitu yaudah ntar besok aku chat lagi kalo aku mo ngampus,normal,ouhhh gitu yaudah ntar besok aku chat kalo aku mo ngampus
Ouhhh trs ngedeteksi apa dil? Output nya apa?,normal,ouhhh trs ngedeteksi apa dil output nya apa
Pada ga aktif si tombol algoritma2 nya teh ga ngerti,normal,ga aktif si tombol algoritma nya teh ga ngerti
pada ngampus jamber gais?,normal,ngampus jamber gais
Padahal mau kesana tapi kyknya nama1 belum balik,normal,padahal mau kesana kyknya nama balik
Pagi bu saya dengan nama1 dari Bebek Komar ...sangat bisa bu untuk pesanan besok bu...menu yang di pesan apa ya bu...diantar ke mana ya...nuhun,normal,pagi bu dengan nama bebek komar sangat bu pesan besok bu menu di pesan apa bu antar mana nuhun
"nama1  titip pesan, jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi",normal,nama titip pesan jumat pagi kumpul trus bapa minta ke buat bareng bujuk nama kuliah
Pak kalau seporsi berapa ya ?,normal,pak kalau porsi berapa
Pak mau pesen nasi goreng spesial 2 bungkus ke Graha desilla kmr 14.,normal,pak mau sen nasi goreng spesial bungkus graha desilla kmr
Pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak ? ,normal,pak mau tanya kalau nilai remed lebih kecil ambil nilai nya remed tetap belum nya pak
Pak saya pake yang 6.0 malah bingung pak,normal,pak pake malah bingung pak
"Pak, indeks nilai B gabisa diturunin lagi pak? Soalnya kemaren saya liat nilai udah B, terus tiba2 turun jadi B- karena penilaiannya pake + -",normal,pak indeks nilai b gabisa diturunin pak soal kemaren liat nilai udah b terus tiba turun jadi b nilai pake
"Pak, MK yang nama1 kontrak Data Mining dgn kode IK566 bukan dwm, seperti yg bapak sampaikan dulu agar mengingatkan bapak ketika penginputan nilai, terimakasih.",normal,pak mk nama kontrak data mining dgn kode ik bukan dwm yg bapak dulu ingat bapak penginputan nilai terimakasih
"Pake kamera nama1 2, kamera nama1 1, sama handy cam prodi 1",normal,pake kamera nama kamera nama sama handy cam prodi
Paket tadi sore mendadak habis.,normal,paket tadi sore dadak habis
"Paling seikhlasnya aja, yg mau nyumbang mangga, yg ngga, mangga gt",normal,paling ikhlas aja yg mau nyumbang mangga yg ngga mangga gt
"Pas dia ngomong gtu km langsung diem ya nuy, kikuk gtu pasti diomongin kek gtu",normal,pas ngomong gtu km langsung diem nuy kikuk gtu diomongin kek gtu
"Pas sma gak pernah, tp kuliah disini org tua aku udah 2x pulang kampung",normal,pas sma gak pernah tp kuliah sini org tua aku udah x pulang kampung
Paspor di perpanjang bayar nya brp nuy?,normal,paspor panjang bayar nya brp nuy
"Patah hatinya level tinggi, jd bisa quotes begitu put",normal,patah hati level tinggi jd quotes put
"Pemakaian internet kamu sdh mencapai batasFUP,kecepatan akan disesuaikan.Lebih EKSIS dgnINTERNETGaul Bulanan Cuma Rp29,900! http://net.axisworld.co.id info838",normal,pakai internet kamu sdh capai batasfup cepat sesuai lebih eks dgninternetgaul bulan cuma rp http net axisworld co id info
Penggunaan terakhir anda adalah 35417.00 dan telah memenuhi pemakaian pulsa minimum. Masa aktif kartu anda diperpanjang selama 30 hari dan akan aktif sampai 04/10/2016,normal,akhir adalah telah penuh pakai pulsa minimum masa aktif kartu panjang lama hari akan aktif
"penuh nama1 , si nama1  juga nyari, udh penuh..",normal,penuh nama si nama nyari udh penuh
"Perginya naik kelapa turun di pasar bunga wastukencana, terus naik caringin-sadang serang atau jalan",normal,pergi naik kelapa turun pasar bunga wastukencana terus naik caringin sadang serang jalan
"Permintaan Anda sedang diproses. Beberapa saat lagi Paket Internet anda akan di non-aktifkan, dan akan berlaku tariff dasar internet.",normal,minta sedang proses beberapa lagi paket internet akan non aktif akan laku tariff dasar internet
"persiapkan dengan dokumen draftnya diambil di ruang saya, slide presentasi tuk pengujian..",normal,siap dokumen draftnya ambil ruang slide presentasi tuk uji
Perusahaannya apa aja kalau boleh tau?,normal,usaha apa aja kalau tau
"pesan dari nama1 : Assalamu'alaikum wr.wb. Pak, Indonesia Android Kejar bekerjasama dengan Depilkom mau mengadakan pelatihan Android level intermediate, masih ada slot 2 orang lagi, syaratnya sudah pernah membuat app android dan ngebuild menggunakan Android Studio, barang kali di kelas Bapak ada yang berminat. Nuhun.o ya pelatihannya mulai hari sabtu besok, 2 April, setiap sabtu selama 7 pertemuan, bertempat di lab praktikum kita.",normal,pesan nama assalamu alaikum wr wb pak indonesia android kejar bekerjasama depilkom mau latih android level intermediate slot orang syarat pernah buat app android ngebuild android studio barang kali kelas bapak ada yang minat nuhun o latih mulai hari sabtu besok april tiap sabtu lama temu tempat lab praktikum
"Pesanan #342877938 - mohon transfer Rp.59,755 ke BNI Account ####  sebelum 24 Jun, 2016. Mohon periksa email anda untuk info lebih lanjut.",normal,pesan mohon transfer rp bni account jun mohon periksa email untuk info lebih lanjut
Pilihannya hemat 2 jt atau lulus oct kan nanggung,normal,pilih hemat jt lulus oct kan nanggung
"Plg yth, paket 10 MB 1 hari Anda telah berakhir. Selanjutnya akan dikenakan tarif non paket.Aktifkan kembali paket Flash Anda di *363#",normal,plg yth paket mb hari telah akhir lanjut kena tarif non paket aktif paket flash di
"Pokonya kalau ada yang mau push bilang aja usahain, bisi barengan push nya. Terus kalau push, pull dulu.",normal,poko kalau yang mau push bilang aja usahain bis bareng push nya terus kalau push pull dulu
pulang nya jam 8 (kecewa),normal,pulang nya jam kecewa
"punten, ada yang punya kontaknya teh lulu 2011? nuhuun~",normal,punten yang punya kontak teh lulu nuhuun
"Pusatnya disitu dy di bandung pasir koja, cmn bangunan lg dibangun, jd td aku di interview di toko nya, toko bangunan ",normal,pusat situ dy bandung pasir koja cmn bangun lg bangun jd td aku interview toko nya toko bangun
"nama1  gedung manunggal tridaya pucakti pusenkav teh 1,5 ternyata wkwk",normal,nama gedung manunggal tridaya pucakti pusenkav teh nyata wkwk
nama1 mau hunting kosan bentar gmn? Kita mau ngerjain dmn kita?,normal,nama mau hunting kosan bentar gmn mau ngerjain dmn
Rasa mau sidang bulan depaaan mel. Jahaaat pisaaan,normal,rasa mau sidang bulan depaaan mel jahaaat pisaaan
"Registrasi gagal. Harap masukan tanggal yang benar (01 - 31), dengan format DDMMYYYY",normal,registrasi gagal harap masuk tanggal benar format ddmmyyyy
"route nya matiin aja, jadi nanti kalau mau akses ke project masing-masing ditembak aja.",normal,route nya matiin aja jadi kalau mau akses project masing masing tembak aja
"Rumah aku Gais, lewat pager garasi, karna pager orangnya ditutupi rumput liar hehehehe",normal,rumah aku gais lewat pager garasi karna pager orang tutup rumput liar hehehehe
Saat2 terbaik mencari pasangan tuh pas kuliah bukan sih?  Apa enak ditempat kerja? ,normal,baik cari pasang tuh pas kuliah bukan sih apa enak tempat kerja
Salam jepret karet gelang. Hihip,normal,salam jepret karet gelang hihip
